	GLOBALEVENTID	SQLDATE	MonthYear	Year	FractionDate	Actor1Code	Actor1Name	Actor1CountryCode	Actor1KnownGroupCode	Actor1EthnicCode	Actor1Religion1Code	Actor1Religion2Code	Actor1Type1Code	Actor1Type2Code	Actor1Type3Code	Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code	IsRootEvent	EventCode	EventBaseCode	EventRootCode	QuadClass	GoldsteinScale	NumMentions	NumSources	NumArticles	AvgTone	Actor1Geo_Type	Actor1Geo_FullName	Actor1Geo_CountryCode	Actor1Geo_ADM1Code	Actor1Geo_Lat	Actor1Geo_Long	Actor1Geo_FeatureID	Actor2Geo_Type	Actor2Geo_FullName	Actor2Geo_CountryCode	Actor2Geo_ADM1Code	Actor2Geo_Lat	Actor2Geo_Long	Actor2Geo_FeatureID	ActionGeo_Type	ActionGeo_FullName	ActionGeo_CountryCode	ActionGeo_ADM1Code	ActionGeo_Lat	ActionGeo_Long	ActionGeo_FeatureID	DATEADDED	SOURCEURL
1	460319006	20140824	201408	2014	2014.6411	CVL	RESIDENTS						CVL			CHN	CHINA	CHN								0	111	111	11	3	-2.0	16	2	16	-2.61454593018594	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.businesstimes.com.sg:80/government-economy/hong-kong-cant-escape-the-turmoil-next-door-editorial
2	460319007	20140824	201408	2014	2014.6411	CVL	RESIDENTS						CVL			CHN	CHINA	CHN								0	111	111	11	3	-2.0	4	2	4	-2.61454593018594	1	Hong Kong	HK	HK	22.25	114.167	HK	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	1	Hong Kong	HK	HK	22.25	114.167	HK	20150824	http://www.businesstimes.com.sg:80/government-economy/hong-kong-cant-escape-the-turmoil-next-door-editorial
16	460319021	20150725	201507	2015	2015.5616	CHN	CHINA	CHN																		1	10	10	1	1	0.0	128	31	124	-2.14584032263617	4	Jingzhou, Guangdong, China	CH	CH30	23.6238	116.93299999999999	-1912532	0							4	Jingzhou, Guangdong, China	CH	CH30	23.6238	116.93299999999999	-1912532	20150824	http://theworldlink.com/news/world/asia/that-sinking-feeling-as-china-slows-so-does-otis-elevator/article_c2dab74b-bdde-5cba-90a2-a17a8cac8c03.html
31	460319036	20150817	201508	2015	2015.6219	CHN	CHINESE	CHN								TWN	TAIWAN	TWN								1	46	46	4	1	7.0	5	1	5	-1.4888337468982602	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.zerohedge.com/?page=6&name=WhyDoesItHurtWhen%20iPee&form_build_id=form-5f817e66479464690289bee67b20b2d6&form_id=user_login_block&feed_me=&op=Log%20in
51	460319056	20150817	201508	2015	2015.6219	TWN	TAIWAN	TWN								CHN	CHINESE	CHN								1	46	46	4	1	7.0	5	1	5	-1.4888337468982602	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	20150824	http://www.zerohedge.com/?page=6&name=WhyDoesItHurtWhen%20iPee&form_build_id=form-5f817e66479464690289bee67b20b2d6&form_id=user_login_block&feed_me=&op=Log%20in
110	460319115	20150824	201508	2015	2015.6411											CHN	CHINA	CHN								1	42	42	4	1	1.9	183	10	103	0.682145607023692	0							4	Wolong, Jilin, China	CH	CH05	43.2509	129.632	10869914	4	Wolong, Jilin, China	CH	CH05	43.2509	129.632	10869914	20150824	http://www.winknews.com/2015/08/23/panda-gives-birth-to-twins-at-national-zoo/
111	460319116	20150824	201508	2015	2015.6411											CHN	CHINESE	CHN								1	43	43	4	1	2.8	570	57	493	-0.170730742383012	0							1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://gulfnews.com/guides/calendar/leisure/swan-lake-acrobatic-ballet-1.1571217
112	460319117	20150824	201508	2015	2015.6411											CHN	CHINA	CHN								1	190	190	19	4	-10.0	2	1	2	-1.54291224686596	0							1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	https://www.psychologytoday.com/blog/whats-in-name/201508/the-history-and-psychology-warrior-women
619	460319624	20150824	201508	2015	2015.6411	BUS	INVESTOR						BUS			CHN	SHANGHAI	CHN								0	42	42	4	1	1.9	20	2	20	-4.08537005974322	4	Kunming, Yunnan, China	CH	CH29	25.0389	102.71799999999999	-1913826	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Kunming, Yunnan, China	CH	CH29	25.0389	102.71799999999999	-1913826	20150824	http://www.zerohedge.com/news/2015-08-23/angry-chinese-investors-capture-head-metals-exchange-predawn-hotel-raid
670	460319675	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		0	10	10	1	1	0.0	2	1	2	-0.53243936107276	4	Delingha, Qinghai, China	CH	CH06	37.376	97.3746	-1903179	0							4	Delingha, Qinghai, China	CH	CH06	37.376	97.3746	-1903179	20150824	http://www.ancient-origins.net/comment/13110
671	460319676	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	10	10	1	1	0.0	201	39	196	-2.2300713102288596	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://theworldlink.com/news/world/asia/that-sinking-feeling-as-china-slows-so-does-otis-elevator/article_c2dab74b-bdde-5cba-90a2-a17a8cac8c03.html
672	460319677	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	10	10	1	1	0.0	113	22	113	-2.4712889925355297	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20150824	http://theworldlink.com/news/world/asia/that-sinking-feeling-as-china-slows-so-does-otis-elevator/article_c2dab74b-bdde-5cba-90a2-a17a8cac8c03.html
673	460319678	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	12	12	1	1	-0.4	80	8	80	-5.797300083255349	1	Saudi Arabia	SA	SA	25.0	45.0	SA	0							1	Saudi Arabia	SA	SA	25.0	45.0	SA	20150824	http://www.newsobserver.com/news/business/article31955160.html
674	460319679	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	20	20	2	1	3.0	440	85	439	-0.9851132095298709	1	China	CH	CH	35.0	105.0	CH	0							1	China	CH	CH	35.0	105.0	CH	20150824	http://kron4.com/ap/zookeepers-optimistic-about-survival-chances-for-twin-pandas/
675	460319680	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN																		1	42	42	4	1	1.9	458	48	430	-0.281038526989127	1	China	CH	CH	35.0	105.0	CH	0							1	China	CH	CH	35.0	105.0	CH	20150824	http://gulfnews.com/guides/calendar/leisure/swan-lake-acrobatic-ballet-1.1571217
676	460319681	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	43	43	4	1	2.8	181	10	103	0.682145607023692	4	Wolong, Jilin, China	CH	CH05	43.2509	129.632	10869914	0							4	Wolong, Jilin, China	CH	CH05	43.2509	129.632	10869914	20150824	http://www.winknews.com/2015/08/23/panda-gives-birth-to-twins-at-national-zoo/
677	460319682	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	51	51	5	1	3.4	26	5	26	-1.99099892504825	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.businessinsider.com.au/already-grossly-underfunded-china-is-now-betting-on-a-rebound-in-stocks-to-fund-its-nations-retirement-2015-8
678	460319683	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN																		1	51	51	5	1	3.4	80	5	80	-3.8242297055793197	4	Wu Zhiwu, Zhejiang, China	CH	CH02	29.1297	120.416	10562335	0							4	Wu Zhiwu, Zhejiang, China	CH	CH02	29.1297	120.416	10562335	20150824	http://africa.chinadaily.com.cn/world/2015-08/24/content_21682269.htm
679	460319684	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	51	51	5	1	3.4	36	8	36	0.799280461986752	4	Wolong, Jilin, China	CH	CH05	43.2509	129.632	10869914	0							4	Wolong, Jilin, China	CH	CH05	43.2509	129.632	10869914	20150824	http://www.winknews.com/2015/08/23/panda-gives-birth-to-twins-at-national-zoo/
680	460319685	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	71	71	7	2	7.4	394	42	384	-2.72859980924419	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.marketwatch.com/story/china-says-local-govt-pension-funds-can-buy-stocks-2015-08-23
681	460319686	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN																		1	80	80	8	2	5.0	9	1	9	-3.5055222534293504	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.zerohedge.com/?page=5&name=WhyDoesItHurtWhen%20iPee&form_build_id=form-5f817e66479464690289bee67b20b2d6&form_id=user_login_block&feed_me=&op=Log%20in
682	460319687	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN																		1	173	173	17	4	-5.0	10	1	10	0.99502487562189	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	51.0833	-1.16667	-2598067	0							5	Hampshire, Hampshire, United Kingdom	UK	UKF2	51.0833	-1.16667	-2598067	20150824	http://www.thestar.com.my/News/Regional/2015/08/24/Boosting-grades-the-Chinese-way-British-students-score-better-marks-when-put-through-Chinas-educati/
683	460319688	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	190	190	19	4	-10.0	16	2	16	-4.08537005974322	4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	0							4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	20150824	http://www.zerohedge.com/news/2015-08-23/angry-chinese-investors-capture-head-metals-exchange-predawn-hotel-raid
684	460319689	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	190	190	19	4	-10.0	42	8	42	-5.10468901939962	1	China	CH	CH	35.0	105.0	CH	0							1	China	CH	CH	35.0	105.0	CH	20150824	https://www.psychologytoday.com/blog/whats-in-name/201508/the-history-and-psychology-warrior-women
685	460319690	20150824	201508	2015	2015.6411	CHN	SHANGHAI	CHN								BUS	INVESTOR						BUS			0	43	43	4	1	2.8	20	2	20	-4.08537005974322	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Kunming, Yunnan, China	CH	CH29	25.0389	102.71799999999999	-1913826	4	Kunming, Yunnan, China	CH	CH29	25.0389	102.71799999999999	-1913826	20150824	http://www.zerohedge.com/news/2015-08-23/angry-chinese-investors-capture-head-metals-exchange-predawn-hotel-raid
686	460319691	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								CVL	ENGINEER						CVL			0	10	10	1	1	0.0	2	1	2	-0.53243936107276	4	Delingha, Qinghai, China	CH	CH06	37.376	97.3746	-1903179	4	Delingha, Qinghai, China	CH	CH06	37.376	97.3746	-1903179	4	Delingha, Qinghai, China	CH	CH06	37.376	97.3746	-1903179	20150824	http://www.ancient-origins.net/comment/13110
687	460319692	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								EDU	STUDENT						EDU			1	51	51	5	1	3.4	7	1	7	0.99502487562189	4	Zhang Qi, Zhejiang, China	CH	CH02	30.1158	121.45100000000001	183969	4	Zhang Qi, Zhejiang, China	CH	CH02	30.1158	121.45100000000001	183969	4	Zhang Qi, Zhejiang, China	CH	CH02	30.1158	121.45100000000001	183969	20150824	http://www.thestar.com.my/News/Regional/2015/08/24/Boosting-grades-the-Chinese-way-British-students-score-better-marks-when-put-through-Chinas-educati/
688	460319693	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								GOV	AUTHORITIES						GOV			1	51	51	5	1	3.4	32	3	32	-2.67563420603315	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.lasvegasnvblog.com/2015/08/chinas-car-hailing-apps-are-within-the-authoritiess-crosshairs-however-buyers-cant-get-sufficient/
689	460319694	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								KOR	SOUTH KOREA	KOR								0	42	42	4	1	1.9	1	1	1	-4.33925049309665	4	Bishkek, Bishkek, Kyrgyzstan	KG	KG01	42.8731	74.6003	-2331392	1	France	FR	FR	46.0	2.0	FR	4	Bishkek, Bishkek, Kyrgyzstan	KG	KG01	42.8731	74.6003	-2331392	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
690	460319695	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								KOR	SOUTH KOREA	KOR								0	42	42	4	1	1.9	1	1	1	-4.33925049309665	4	Bishkek, Bishkek, Kyrgyzstan	KG	KG01	42.8731	74.6003	-2331392	1	France	FR	FR	46.0	2.0	FR	1	France	FR	FR	46.0	2.0	FR	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
691	460319696	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								KOR	SOUTH KOREA	KOR								0	42	42	4	1	1.9	1	1	1	-4.33925049309665	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
692	460319697	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								KOR	SOUTH KOREA	KOR								1	42	42	4	1	1.9	6	2	6	-2.16962524654832	1	China	CH	CH	35.0	105.0	CH	1	South Korea	KS	KS	37.0	127.5	KS	1	South Korea	KS	KS	37.0	127.5	KS	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
693	460319698	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	57	57	5	1	8.0	2	1	2	-4.33925049309665	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	South Korea	KS	KS	37.0	127.5	KS	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
694	460319699	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	57	57	5	1	8.0	6	1	6	-4.33925049309665	1	China	CH	CH	35.0	105.0	CH	1	South Korea	KS	KS	37.0	127.5	KS	1	South Korea	KS	KS	37.0	127.5	KS	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
695	460319700	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	57	57	5	1	8.0	2	1	2	-4.33925049309665	1	Lebanon	LE	LE	33.8333	35.8333	LE	1	Lebanon	LE	LE	33.8333	35.8333	LE	1	Lebanon	LE	LE	33.8333	35.8333	LE	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
696	460319701	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								NZL	NEW ZEALAND	NZL								0	120	120	12	3	-4.0	10	1	10	1.6949152542372798	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	New Lynn, New Zealand (general), New Zealand	NZ	NZ00	-36.9167	174.667	-1514506	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.scoop.co.nz/stories/BU1508/S00798/hifx-morning-update-august-24-2015.htm
697	460319702	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								NZL	NEW ZEALAND	NZL								0	120	120	12	3	-4.0	150	1	150	2.28275703579316	1	China	CH	CH	35.0	105.0	CH	4	New Lynn, New Zealand (general), New Zealand	NZ	NZ00	-36.9167	174.667	-1514506	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.scoop.co.nz/stories/BU1508/S00803/geoop-to-raise-24m-in-placement-to-fund-australian-growth.htm
698	460319703	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								THA	THAILAND	THA								0	35	35	3	1	7.0	78	5	78	-3.8242297055793197	4	Wu Zhiwu, Zhejiang, China	CH	CH02	29.1297	120.416	10562335	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	13.75	100.51700000000001	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	13.75	100.51700000000001	-3250083	20150824	http://africa.chinadaily.com.cn/world/2015-08/24/content_21682269.htm
699	460319704	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								THA	THAILAND	THA								0	35	35	3	1	7.0	2	1	2	-3.68421052631579	4	Wu Zhiwu, Zhejiang, China	CH	CH02	29.1297	120.416	10562335	4	Wu Zhiwu, Zhejiang, China	CH	CH02	29.1297	120.416	10562335	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	13.75	100.51700000000001	-3250083	20150824	http://africa.chinadaily.com.cn/world/2015-08/24/content_21682269.htm
700	460319705	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								THA	THAILAND	THA								0	114	114	11	3	-2.0	78	5	78	-3.8242297055793197	4	Wu Zhiwu, Zhejiang, China	CH	CH02	29.1297	120.416	10562335	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	13.75	100.51700000000001	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	13.75	100.51700000000001	-3250083	20150824	http://africa.chinadaily.com.cn/world/2015-08/24/content_21682269.htm
701	460319706	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								THA	THAILAND	THA								0	114	114	11	3	-2.0	2	1	2	-3.68421052631579	4	Wu Zhiwu, Zhejiang, China	CH	CH02	29.1297	120.416	10562335	4	Wu Zhiwu, Zhejiang, China	CH	CH02	29.1297	120.416	10562335	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	13.75	100.51700000000001	-3250083	20150824	http://africa.chinadaily.com.cn/world/2015-08/24/content_21682269.htm
702	460319707	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								TWN	TAIWAN	TWN								0	233	23	2	1	3.4	2	1	2	-4.33925049309665	1	China	CH	CH	35.0	105.0	CH	1	South Korea	KS	KS	37.0	127.5	KS	1	South Korea	KS	KS	37.0	127.5	KS	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
703	460319708	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								TWN	TAIWAN	TWN								0	233	23	2	1	3.4	2	1	2	-4.33925049309665	1	China	CH	CH	35.0	105.0	CH	1	Taiwan	TW	TW	23.5	121.0	TW	1	South Korea	KS	KS	37.0	127.5	KS	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
704	460319709	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								TWN	TAIWAN	TWN								1	46	46	4	1	7.0	3	1	3	-1.4888337468982602	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.zerohedge.com/?page=6&name=WhyDoesItHurtWhen%20iPee&form_build_id=form-5f817e66479464690289bee67b20b2d6&form_id=user_login_block&feed_me=&op=Log%20in
705	460319710	20150824	201508	2015	2015.6411	CHNGOV	CHINA	CHN					GOV													0	10	10	1	1	0.0	8	1	8	-0.53243936107276	1	Peru	PE	PE	-10.0	-76.0	PE	0							1	Peru	PE	PE	-10.0	-76.0	PE	20150824	http://www.ancient-origins.net/comment/13110
706	460319711	20150824	201508	2015	2015.6411	CHNGOV	YUNNAN	CHN					GOV			BUS	INVESTOR						BUS			1	31	31	3	1	5.2	50	5	50	-3.71818745642057	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.zerohedge.com/news/2015-08-23/angry-chinese-investors-capture-head-metals-exchange-predawn-hotel-raid
707	460319712	20150824	201508	2015	2015.6411	CHNMIL	CHINESE	CHN					MIL			KOR	SOUTH KOREA	KOR								0	42	42	4	1	1.9	6	1	6	-4.33925049309665	1	China	CH	CH	35.0	105.0	CH	1	South Korea	KS	KS	37.0	127.5	KS	1	China	CH	CH	35.0	105.0	CH	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
708	460319713	20150824	201508	2015	2015.6411	CHNMIL	CHINESE	CHN					MIL			TWN	TAIWAN	TWN								0	233	23	2	1	3.4	6	1	6	-4.33925049309665	1	China	CH	CH	35.0	105.0	CH	1	Taiwan	TW	TW	23.5	121.0	TW	1	South Korea	KS	KS	37.0	127.5	KS	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
892	460319897	20150824	201508	2015	2015.6411	CVL	RESIDENTS						CVL			CHNGOV	CHINA	CHN					GOV			1	141	141	14	3	-6.5	2	2	2	-2.61454593018594	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.businesstimes.com.sg:80/government-economy/hong-kong-cant-escape-the-turmoil-next-door-editorial
993	460319998	20150824	201508	2015	2015.6411	EDU	SCHOOL						EDU			CHN	CHINA	CHN								1	71	71	7	2	7.4	4	1	4	0.99502487562189	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	51.0833	-1.16667	-2598067	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.thestar.com.my/News/Regional/2015/08/24/Boosting-grades-the-Chinese-way-British-students-score-better-marks-when-put-through-Chinas-educati/
994	460319999	20150824	201508	2015	2015.6411	EDU	SCHOOL						EDU			CHN	CHINA	CHN								1	71	71	7	2	7.4	6	1	6	0.99502487562189	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Zhang Qi, Zhejiang, China	CH	CH02	30.1158	121.45100000000001	183969	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.thestar.com.my/News/Regional/2015/08/24/Boosting-grades-the-Chinese-way-British-students-score-better-marks-when-put-through-Chinas-educati/
1659	460320664	20150824	201508	2015	2015.6411	JPN	JAPANESE	JPN								CHN	CHINA	CHN								1	112	112	11	3	-2.0	5	1	5	-1.4888337468982602	1	Japan	JA	JA	36.0	138.0	JA	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.zerohedge.com/?page=6&name=WhyDoesItHurtWhen%20iPee&form_build_id=form-5f817e66479464690289bee67b20b2d6&form_id=user_login_block&feed_me=&op=Log%20in
1660	460320665	20150824	201508	2015	2015.6411	JPN	JAPANESE	JPN								CHN	CHINA	CHN								1	112	112	11	3	-2.0	2	1	2	-1.4888337468982602	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	20150824	http://www.zerohedge.com/?page=6&name=WhyDoesItHurtWhen%20iPee&form_build_id=form-5f817e66479464690289bee67b20b2d6&form_id=user_login_block&feed_me=&op=Log%20in
1738	460320743	20150824	201508	2015	2015.6411	KOR	SOUTH KOREA	KOR								CHN	CHINESE	CHN								0	43	43	4	1	2.8	2	1	2	-4.33925049309665	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
1739	460320744	20150824	201508	2015	2015.6411	KOR	SOUTH KOREA	KOR								CHN	CHINESE	CHN								1	43	43	4	1	2.8	7	2	7	-2.16962524654832	1	South Korea	KS	KS	37.0	127.5	KS	1	China	CH	CH	35.0	105.0	CH	1	South Korea	KS	KS	37.0	127.5	KS	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
1740	460320745	20150824	201508	2015	2015.6411	KOR	SOUTH KOREA	KOR								CHN	CHINA	CHN								0	57	57	5	1	8.0	2	1	2	-4.33925049309665	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	South Korea	KS	KS	37.0	127.5	KS	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
1741	460320746	20150824	201508	2015	2015.6411	KOR	SOUTH KOREA	KOR								CHN	CHINA	CHN								0	57	57	5	1	8.0	6	1	6	-4.33925049309665	1	South Korea	KS	KS	37.0	127.5	KS	1	China	CH	CH	35.0	105.0	CH	1	South Korea	KS	KS	37.0	127.5	KS	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
1742	460320747	20150824	201508	2015	2015.6411	KOR	SOUTH KOREA	KOR								CHN	CHINA	CHN								0	57	57	5	1	8.0	2	1	2	-4.33925049309665	1	Lebanon	LE	LE	33.8333	35.8333	LE	1	Lebanon	LE	LE	33.8333	35.8333	LE	1	Lebanon	LE	LE	33.8333	35.8333	LE	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
1743	460320748	20150824	201508	2015	2015.6411	KOR	SOUTH KOREA	KOR								CHNMIL	CHINESE	CHN					MIL			0	43	43	4	1	2.8	6	1	6	-4.33925049309665	1	South Korea	KS	KS	37.0	127.5	KS	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://gulfnews.com/opinion/today-in-history/august-24-1995-window-95-gets-off-to-a-tumultuous-start-1.1571682
1999	460321004	20150824	201508	2015	2015.6411	MYS	MALAYSIA	MYS								CHN	CHINA	CHN								1	61	61	6	2	6.4	6	2	6	-1.13768541724126	1	Malaysia	MY	MY	2.5	112.5	MY	1	Malaysia	MY	MY	2.5	112.5	MY	1	Malaysia	MY	MY	2.5	112.5	MY	20150824	http://www.thestar.com.my/Metro/Views/2015/08/24/Moving-up-a-gear-for-Malaysia-Its-time-for-Gen-Y-to-step-up-to-the-task-of-steering-the-country-forw/
2338	460321343	20150824	201508	2015	2015.6411	TWN	TAIWAN	TWN								CHN	CHINESE	CHN								1	46	46	4	1	7.0	3	1	3	-1.4888337468982602	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	20150824	http://www.zerohedge.com/?page=6&name=WhyDoesItHurtWhen%20iPee&form_build_id=form-5f817e66479464690289bee67b20b2d6&form_id=user_login_block&feed_me=&op=Log%20in
